topk,fidp,fidm
1,0.021400183430143688,0.10562519107306634
5,0.05411189238764904,0.10562519107306634
10,0.07604708040354631,0.10562519107306634
15,0.09118006725771935,0.10562519107306634
20,0.09851727300519719,0.10562519107306634
30,0.10279730969122593,0.10562519107306634
40,0.10447875267502293,0.10562519107306634
50,0.10524304494038521,0.10562519107306634
