topk,fidp,fidm
1,0.04264750840721492,0.893151941302354
5,0.2282940996637114,0.8278813818404158
10,0.4783705288902476,0.6559920513604403
15,0.6581320697034546,0.4581932130846836
20,0.755732191990217,0.3122898196270254
30,0.8312442678080098,0.13283399571996332
40,0.8574594925099358,0.05579333537144604
50,0.8586823601345155,0.03706817487007032
