topk,fidp,fidm
1,0.02331091409354937,0.10562519107306634
5,0.06817487007031489,0.10562519107306634
10,0.09446652399877713,0.10562519107306634
15,0.10371446040966066,0.10562519107306634
20,0.10616019565881993,0.10562519107306634
30,0.10593090797921124,0.10562519107306634
40,0.10570162029960256,0.10562519107306634
50,0.10562519107306634,0.10562519107306634
