topk,fidp,fidm
1,0.10611979166666667,0.666015625
5,0.4036458333333333,0.666015625
10,0.58203125,0.666015625
15,0.6380208333333334,0.666015625
20,0.6555989583333334,0.666015625
30,0.666015625,0.666015625
40,0.666015625,0.666015625
50,0.666015625,0.666015625
100,0.666015625,0.666015625
500,0.666015625,0.666015625
1000,0.666015625,0.666015625
