topk,fidp,fidm
1,0.02407520635891165,0.5969122592479364
5,0.10463161112809538,0.4910577804952614
10,0.17089575053500458,0.38818404157749925
15,0.22011617242433507,0.27101803729746254
20,0.2558850504432895,0.1800672577193519
30,0.29746254967899727,0.0840721491898502
40,0.3149648425557933,0.0367624579639254
50,0.31282482421277896,0.018801589727911953
