topk,fidp,fidm
1,0.012989262209906477,0.03108763422237617
5,0.02684447523380672,0.03108763422237617
10,0.03299272601316245,0.03108763422237617
15,0.03229996536196744,0.03108763422237617
20,0.0316937997921718,0.03108763422237617
30,0.031953585036369934,0.03108763422237617
40,0.03108763422237617,0.03108763422237617
50,0.0313474194665743,0.03108763422237617
