topk,fidp,fidm
1,0.01597370834607154,0.379700397431978
5,0.03378171812901253,0.7059003362885967
10,0.050214001834301435,0.7291348211556099
15,0.05808621216753287,0.7218740446346683
20,0.06030265973708346,0.710333231427698
30,0.06007337205747478,0.6825894221950474
40,0.06695200244573525,0.6618006725771935
50,0.06634056863344542,0.6460562519107307
